Year,CountyNum,CountyName,Sector,RNR, MMTherms 
1996,48,SOLANO,Ag With Water Pump,Non-Residential,0.1403
1996,48,SOLANO,Commercial,Non-Residential,14.6612
1996,48,SOLANO,Industrial,Non-Residential,79.1104
1996,48,SOLANO,Mining,Non-Residential,0.0843
1996,48,SOLANO,Residential,Residential,57.5739
1996,48,SOLANO,TCU,Non-Residential,0.5698
1996,49,SONOMA,Ag With Water Pump,Non-Residential,1.7909
1996,49,SONOMA,Commercial,Non-Residential,21.2314
1996,49,SONOMA,Industrial,Non-Residential,8.8969
1996,49,SONOMA,Mining,Non-Residential,0.5802
1996,49,SONOMA,Residential,Residential,72.0494
1996,49,SONOMA,TCU,Non-Residential,0.1439
1996,50,STANISLAUS,Ag With Water Pump,Non-Residential,6.0218
1996,50,STANISLAUS,Commercial,Non-Residential,22.171
1996,50,STANISLAUS,Industrial,Non-Residential,88.1774
1996,50,STANISLAUS,Mining,Non-Residential,0.2303
1996,50,STANISLAUS,Residential,Residential,61.1531
1996,50,STANISLAUS,TCU,Non-Residential,1.1302
1996,51,SUTTER,Ag With Water Pump,Non-Residential,0.2135
1996,51,SUTTER,Commercial,Non-Residential,5.8152
1996,51,SUTTER,Industrial,Non-Residential,5.0672
1996,51,SUTTER,Mining,Non-Residential,1.0351
1996,51,SUTTER,Residential,Residential,12.0805
1996,51,SUTTER,TCU,Non-Residential,0.0576
1996,52,TEHAMA,Ag With Water Pump,Non-Residential,0.1168
1996,52,TEHAMA,Commercial,Non-Residential,1.9455
1996,52,TEHAMA,Industrial,Non-Residential,13.6734
1996,52,TEHAMA,Mining,Non-Residential,0.0086
1996,52,TEHAMA,Residential,Residential,4.3797
1996,52,TEHAMA,TCU,Non-Residential,0.0202
1996,53,TRINITY,Ag With Water Pump,Non-Residential,0.0006
1996,53,TRINITY,Commercial,Non-Residential,0.0291
1996,53,TRINITY,Residential,Residential,0.022
1996,53,TRINITY,TCU,Non-Residential,0.0002
1996,54,TULARE,Ag With Water Pump,Non-Residential,5.2897
1996,54,TULARE,Commercial,Non-Residential,16.6203
1996,54,TULARE,Industrial,Non-Residential,36.3062
1996,54,TULARE,Mining,Non-Residential,0.1561
1996,54,TULARE,Residential,Residential,48.0426
1996,54,TULARE,TCU,Non-Residential,0.2033
1996,56,VENTURA,Ag With Water Pump,Non-Residential,6.2084
1996,56,VENTURA,Commercial,Non-Residential,25.4623
1996,56,VENTURA,Industrial,Non-Residential,50.5991
1996,56,VENTURA,Mining,Non-Residential,3.7617
1996,56,VENTURA,Residential,Residential,114.5263
1996,56,VENTURA,TCU,Non-Residential,9.7415
1996,57,YOLO,Ag With Water Pump,Non-Residential,0.1617
1996,57,YOLO,Commercial,Non-Residential,20.1038
1996,57,YOLO,Industrial,Non-Residential,29.9259
1996,57,YOLO,Mining,Non-Residential,0.1223
1996,57,YOLO,Residential,Residential,23.3663
1996,57,YOLO,TCU,Non-Residential,0.3534
1996,58,YUBA,Ag With Water Pump,Non-Residential,0.4921
1996,58,YUBA,Commercial,Non-Residential,3.0936
1996,58,YUBA,Industrial,Non-Residential,2.2817
1996,58,YUBA,Mining,Non-Residential,0.0486
1996,58,YUBA,Residential,Residential,6.7878
1996,58,YUBA,TCU,Non-Residential,0.0854
1997,1,ALAMEDA,Ag With Water Pump,Non-Residential,0.5853
1997,1,ALAMEDA,Commercial,Non-Residential,91.7161
1997,1,ALAMEDA,Industrial,Non-Residential,124.6836
1997,1,ALAMEDA,Mining,Non-Residential,2.2165
1997,1,ALAMEDA,Residential,Residential,244.884
1997,1,ALAMEDA,TCU,Non-Residential,3.0707
1997,3,AMADOR,Ag With Water Pump,Non-Residential,0.0049
1997,3,AMADOR,Commercial,Non-Residential,2.7695
1997,3,AMADOR,Industrial,Non-Residential,3.5545
1997,3,AMADOR,Mining,Non-Residential,0.0031
1997,3,AMADOR,Residential,Residential,1.8398
1997,3,AMADOR,TCU,Non-Residential,0.0037
1997,4,BUTTE,Ag With Water Pump,Non-Residential,0.2715
1997,4,BUTTE,Commercial,Non-Residential,9.2596
1997,4,BUTTE,Industrial,Non-Residential,16.9778
1997,4,BUTTE,Mining,Non-Residential,0.0335
1997,4,BUTTE,Residential,Residential,28.6819
1997,4,BUTTE,TCU,Non-Residential,0.1008
1997,5,CALAVERAS,Commercial,Non-Residential,0.4135
1997,5,CALAVERAS,Industrial,Non-Residential,0.0142
1997,5,CALAVERAS,Residential,Residential,0.4617
1997,5,CALAVERAS,TCU,Non-Residential,0.0065
1997,6,COLUSA,Ag With Water Pump,Non-Residential,0.0098
1997,6,COLUSA,Commercial,Non-Residential,3.0816
1997,6,COLUSA,Industrial,Non-Residential,7.601
1997,6,COLUSA,Mining,Non-Residential,13.093
1997,6,COLUSA,Residential,Residential,2.1864
1997,6,COLUSA,TCU,Non-Residential,0.0152
1997,7,CONTRA COSTA,Ag With Water Pump,Non-Residential,1.964
1997,7,CONTRA COSTA,Commercial,Non-Residential,38.2941
1997,7,CONTRA COSTA,Industrial,Non-Residential,849.1737
1997,7,CONTRA COSTA,Mining,Non-Residential,1.1281
1997,7,CONTRA COSTA,Residential,Residential,176.4822
1997,7,CONTRA COSTA,TCU,Non-Residential,5.3
1997,9,EL DORADO,Commercial,Non-Residential,5.9043
1997,9,EL DORADO,Industrial,Non-Residential,1.394
1997,9,EL DORADO,Mining,Non-Residential,0
1997,9,EL DORADO,Residential,Residential,15.8544
1997,9,EL DORADO,TCU,Non-Residential, -   
1997,10,FRESNO,Ag With Water Pump,Non-Residential,9.0813
1997,10,FRESNO,Commercial,Non-Residential,43.6114
1997,10,FRESNO,Industrial,Non-Residential,92.0596
1997,10,FRESNO,Mining,Non-Residential,29.0407
1997,10,FRESNO,Residential,Residential,103.3551
1997,10,FRESNO,TCU,Non-Residential,2.7615
1997,11,GLENN,Ag With Water Pump,Non-Residential,0.2218
1997,11,GLENN,Commercial,Non-Residential,1.5107
1997,11,GLENN,Industrial,Non-Residential,6.3472
1997,11,GLENN,Mining,Non-Residential,0.0456
1997,11,GLENN,Residential,Residential,2.7726
1997,11,GLENN,TCU,Non-Residential,0.0093
1997,12,HUMBOLDT,Ag With Water Pump,Non-Residential,0.7523
1997,12,HUMBOLDT,Commercial,Non-Residential,7.4991
1997,12,HUMBOLDT,Industrial,Non-Residential,15.8085
1997,12,HUMBOLDT,Mining,Non-Residential,0.0448
1997,12,HUMBOLDT,Residential,Residential,20.7717
1997,12,HUMBOLDT,TCU,Non-Residential,0.1081
1997,13,IMPERIAL,Ag With Water Pump,Non-Residential,0.5137
1997,13,IMPERIAL,Commercial,Non-Residential,3.3051
1997,13,IMPERIAL,Industrial,Non-Residential,15.7292
1997,13,IMPERIAL,Mining,Non-Residential,0.0006
1997,13,IMPERIAL,Residential,Residential,6.4064
1997,13,IMPERIAL,TCU,Non-Residential,1.1892
1997,15,KERN,Ag With Water Pump,Non-Residential,9.806
1997,15,KERN,Commercial,Non-Residential,31.5819
1997,15,KERN,Industrial,Non-Residential,50.743
1997,15,KERN,Mining,Non-Residential,"1,608.92"
1997,15,KERN,Residential,Residential,91.3934
1997,15,KERN,TCU,Non-Residential,5.6153
1997,16,KINGS,Ag With Water Pump,Non-Residential,0.7491
1997,16,KINGS,Commercial,Non-Residential,6.8473
1997,16,KINGS,Industrial,Non-Residential,11.9354
1997,16,KINGS,Mining,Non-Residential,0.0286
1997,16,KINGS,Residential,Residential,13.1833
1997,16,KINGS,TCU,Non-Residential,2.472
1997,19,LOS ANGELES,Ag With Water Pump,Non-Residential,4.498
1997,19,LOS ANGELES,Commercial,Non-Residential,438.1962
1997,19,LOS ANGELES,Industrial,Non-Residential,"1,053.08"
1997,19,LOS ANGELES,Mining,Non-Residential,38.9308
1997,19,LOS ANGELES,Residential,Residential,"1,323.53"
1997,19,LOS ANGELES,TCU,Non-Residential,45.8554
1997,20,MADERA,Ag With Water Pump,Non-Residential,0.7461
1997,20,MADERA,Commercial,Non-Residential,4.4405
1997,20,MADERA,Industrial,Non-Residential,41.1825
1997,20,MADERA,Mining,Non-Residential,0.0371
1997,20,MADERA,Residential,Residential,7.2757
1997,20,MADERA,TCU,Non-Residential,0.008
1997,21,MARIN,Ag With Water Pump,Non-Residential,0.1335
1997,21,MARIN,Commercial,Non-Residential,16.5165
1997,21,MARIN,Industrial,Non-Residential,2.2578
1997,21,MARIN,Mining,Non-Residential,0.3476
1997,21,MARIN,Residential,Residential,57.2225
1997,21,MARIN,TCU,Non-Residential,0.476
1997,23,MENDOCINO,Ag With Water Pump,Non-Residential,0.0064
1997,23,MENDOCINO,Commercial,Non-Residential,2.5687
1997,23,MENDOCINO,Industrial,Non-Residential,10.8533
1997,23,MENDOCINO,Mining,Non-Residential,0.2987
1997,23,MENDOCINO,Residential,Residential,6.3432
1997,23,MENDOCINO,TCU,Non-Residential,0.0273
1997,24,MERCED,Ag With Water Pump,Non-Residential,0.7038
1997,24,MERCED,Commercial,Non-Residential,8.7266
1997,24,MERCED,Industrial,Non-Residential,53.1758
1997,24,MERCED,Mining,Non-Residential,0.0337
1997,24,MERCED,Residential,Residential,23.0264
1997,24,MERCED,TCU,Non-Residential,0.0906
1997,27,MONTEREY,Ag With Water Pump,Non-Residential,14.5032
1997,27,MONTEREY,Commercial,Non-Residential,27.001
1997,27,MONTEREY,Industrial,Non-Residential,22.0249
1997,27,MONTEREY,Mining,Non-Residential,6.586
1997,27,MONTEREY,Residential,Residential,57.5462
1997,27,MONTEREY,TCU,Non-Residential,0.3138
1997,28,NAPA,Ag With Water Pump,Non-Residential,2.8731
1997,28,NAPA,Commercial,Non-Residential,9.9749
1997,28,NAPA,Industrial,Non-Residential,3.145
1997,28,NAPA,Mining,Non-Residential,0.0275
1997,28,NAPA,Residential,Residential,21.3658
1997,28,NAPA,TCU,Non-Residential,0.0731
1997,29,NEVADA,Commercial,Non-Residential,2.4424
1997,29,NEVADA,Industrial,Non-Residential,0.2643
1997,29,NEVADA,Mining,Non-Residential,0.0028
1997,29,NEVADA,Residential,Residential,5.1369
1997,29,NEVADA,TCU,Non-Residential,0.0252
1997,30,ORANGE,Ag With Water Pump,Non-Residential,5.903
1997,30,ORANGE,Commercial,Non-Residential,110.9863
1997,30,ORANGE,Industrial,Non-Residential,89.7671
1997,30,ORANGE,Mining,Non-Residential,4.5819
1997,30,ORANGE,Residential,Residential,396.6147
1997,30,ORANGE,TCU,Non-Residential,7.4395
1997,31,PLACER,Ag With Water Pump,Non-Residential,0.0716
1997,31,PLACER,Commercial,Non-Residential,11.2824
1997,31,PLACER,Industrial,Non-Residential,14.506
1997,31,PLACER,Mining,Non-Residential,0.0893
1997,31,PLACER,Residential,Residential,29.7913
1997,31,PLACER,TCU,Non-Residential,0.2588
1997,33,RIVERSIDE,Ag With Water Pump,Non-Residential,7.2687
1997,33,RIVERSIDE,Commercial,Non-Residential,48.8342
1997,33,RIVERSIDE,Industrial,Non-Residential,53.2525
1997,33,RIVERSIDE,Mining,Non-Residential,1.3429
1997,33,RIVERSIDE,Residential,Residential,209.3606
1997,33,RIVERSIDE,TCU,Non-Residential,17.6146
1997,34,SACRAMENTO,Ag With Water Pump,Non-Residential,0.2287
1997,34,SACRAMENTO,Commercial,Non-Residential,55.2429
1997,34,SACRAMENTO,Industrial,Non-Residential,43.6973
1997,34,SACRAMENTO,Mining,Non-Residential,2.4334
1997,34,SACRAMENTO,Residential,Residential,189.4023
1997,34,SACRAMENTO,TCU,Non-Residential,1.4243
1997,35,SAN BENITO,Ag With Water Pump,Non-Residential,0.7507
1997,35,SAN BENITO,Commercial,Non-Residential,1.4064
1997,35,SAN BENITO,Industrial,Non-Residential,5.5932
1997,35,SAN BENITO,Mining,Non-Residential,1.2304
1997,35,SAN BENITO,Residential,Residential,5.7764
1997,35,SAN BENITO,TCU,Non-Residential,0.0057
1997,36,SAN BERNARDINO,Ag With Water Pump,Non-Residential,3.9584
1997,36,SAN BERNARDINO,Commercial,Non-Residential,62.2106
1997,36,SAN BERNARDINO,Industrial,Non-Residential,212.3747
1997,36,SAN BERNARDINO,Mining,Non-Residential,7.9724
1997,36,SAN BERNARDINO,Residential,Residential,248.5249
1997,36,SAN BERNARDINO,TCU,Non-Residential,8.2843
1997,37,SAN DIEGO,Ag With Water Pump,Non-Residential,8.5344
1997,37,SAN DIEGO,Commercial,Non-Residential,129.334
1997,37,SAN DIEGO,Industrial,Non-Residential,36.9641
1997,37,SAN DIEGO,Mining,Non-Residential,1.7472
1997,37,SAN DIEGO,Residential,Residential,311.5376
1997,37,SAN DIEGO,TCU,Non-Residential,17.573
1997,38,SAN FRANCISCO,Ag With Water Pump,Non-Residential,0.0716
1997,38,SAN FRANCISCO,Commercial,Non-Residential,89.3791
1997,38,SAN FRANCISCO,Industrial,Non-Residential,6.3722
1997,38,SAN FRANCISCO,Mining,Non-Residential,0.3143
1997,38,SAN FRANCISCO,Residential,Residential,155.9484
1997,38,SAN FRANCISCO,TCU,Non-Residential,13.253
1997,39,SAN JOAQUIN,Ag With Water Pump,Non-Residential,4.0853
1997,39,SAN JOAQUIN,Commercial,Non-Residential,26.888
1997,39,SAN JOAQUIN,Industrial,Non-Residential,131.8936
1997,39,SAN JOAQUIN,Mining,Non-Residential,2.714
1997,39,SAN JOAQUIN,Residential,Residential,80.2426
1997,39,SAN JOAQUIN,TCU,Non-Residential,0.8816
1997,40,SAN LUIS OBISPO,Ag With Water Pump,Non-Residential,4.8996
1997,40,SAN LUIS OBISPO,Commercial,Non-Residential,14.5664
1997,40,SAN LUIS OBISPO,Industrial,Non-Residential,1.3709
1997,40,SAN LUIS OBISPO,Mining,Non-Residential,10.9024
1997,40,SAN LUIS OBISPO,Residential,Residential,33.235
1997,40,SAN LUIS OBISPO,TCU,Non-Residential,1.4057
1997,41,SAN MATEO,Ag With Water Pump,Non-Residential,4.0291
1997,41,SAN MATEO,Commercial,Non-Residential,47.8432
1997,41,SAN MATEO,Industrial,Non-Residential,17.1804
1997,41,SAN MATEO,Mining,Non-Residential,0.8899
1997,41,SAN MATEO,Residential,Residential,138.4658
1997,41,SAN MATEO,TCU,Non-Residential,3.1319
1997,42,SANTA BARBARA,Ag With Water Pump,Non-Residential,11.1266
1997,42,SANTA BARBARA,Commercial,Non-Residential,21.9866
1997,42,SANTA BARBARA,Industrial,Non-Residential,19.6081
1997,42,SANTA BARBARA,Mining,Non-Residential,2.0948
1997,42,SANTA BARBARA,Residential,Residential,62.1192
1997,42,SANTA BARBARA,TCU,Non-Residential,4.6546
1997,43,SANTA CLARA,Ag With Water Pump,Non-Residential,4.6787
1997,43,SANTA CLARA,Commercial,Non-Residential,105.9219
1997,43,SANTA CLARA,Industrial,Non-Residential,95.2052
1997,43,SANTA CLARA,Mining,Non-Residential,0.4171
1997,43,SANTA CLARA,Residential,Residential,271.9797
1997,43,SANTA CLARA,TCU,Non-Residential,8.8683
1997,44,SANTA CRUZ,Ag With Water Pump,Non-Residential,7.3344
1997,44,SANTA CRUZ,Commercial,Non-Residential,14.9861
1997,44,SANTA CRUZ,Industrial,Non-Residential,6.5419
1997,44,SANTA CRUZ,Mining,Non-Residential,0.0719
1997,44,SANTA CRUZ,Residential,Residential,35.7587
1997,44,SANTA CRUZ,TCU,Non-Residential,0.2902
1997,45,SHASTA,Ag With Water Pump,Non-Residential,0.0211
1997,45,SHASTA,Commercial,Non-Residential,16.0413
1997,45,SHASTA,Industrial,Non-Residential,16.3931
1997,45,SHASTA,Mining,Non-Residential,0.041
1997,45,SHASTA,Residential,Residential,17.4316
1997,45,SHASTA,TCU,Non-Residential,0.3659
1997,48,SOLANO,Ag With Water Pump,Non-Residential,0.5301
1997,48,SOLANO,Commercial,Non-Residential,15.4504
1997,48,SOLANO,Industrial,Non-Residential,114.8228
1997,48,SOLANO,Mining,Non-Residential,0.6199
1997,48,SOLANO,Residential,Residential,57.6233
1997,48,SOLANO,TCU,Non-Residential,0.571
1997,49,SONOMA,Ag With Water Pump,Non-Residential,1.8018
1997,49,SONOMA,Commercial,Non-Residential,21.8894
1997,49,SONOMA,Industrial,Non-Residential,9.5803
1997,49,SONOMA,Mining,Non-Residential,1.0677
1997,49,SONOMA,Residential,Residential,73.0117
1997,49,SONOMA,TCU,Non-Residential,0.177
1997,50,STANISLAUS,Ag With Water Pump,Non-Residential,6.2152
1997,50,STANISLAUS,Commercial,Non-Residential,20.7977
1997,50,STANISLAUS,Industrial,Non-Residential,90.9956
1997,50,STANISLAUS,Mining,Non-Residential,0.2172
1997,50,STANISLAUS,Residential,Residential,61.7765
1997,50,STANISLAUS,TCU,Non-Residential,0.7149
1997,51,SUTTER,Ag With Water Pump,Non-Residential,0.3213
1997,51,SUTTER,Commercial,Non-Residential,5.5785
1997,51,SUTTER,Industrial,Non-Residential,5.878
1997,51,SUTTER,Mining,Non-Residential,2.2821
1997,51,SUTTER,Residential,Residential,11.9505
1997,51,SUTTER,TCU,Non-Residential,0.095
1997,52,TEHAMA,Ag With Water Pump,Non-Residential,0.162
1997,52,TEHAMA,Commercial,Non-Residential,1.8671
1997,52,TEHAMA,Industrial,Non-Residential,12.8778
1997,52,TEHAMA,Mining,Non-Residential,0.0089
1997,52,TEHAMA,Residential,Residential,4.3132
1997,52,TEHAMA,TCU,Non-Residential,0.0266
1997,53,TRINITY,Ag With Water Pump,Non-Residential,0.0006
1997,53,TRINITY,Commercial,Non-Residential,0.0296
1997,53,TRINITY,Residential,Residential,0.0217
1997,53,TRINITY,TCU,Non-Residential,0.0002
1997,54,TULARE,Ag With Water Pump,Non-Residential,6.4817
1997,54,TULARE,Commercial,Non-Residential,15.667
1997,54,TULARE,Industrial,Non-Residential,37.2933
1997,54,TULARE,Mining,Non-Residential,0.1227
1997,54,TULARE,Residential,Residential,47.4691
1997,54,TULARE,TCU,Non-Residential,0.1519
1997,56,VENTURA,Ag With Water Pump,Non-Residential,8.3529
1997,56,VENTURA,Commercial,Non-Residential,25.5071
1997,56,VENTURA,Industrial,Non-Residential,43.832
1997,56,VENTURA,Mining,Non-Residential,5.9393
1997,56,VENTURA,Residential,Residential,114.5547
1997,56,VENTURA,TCU,Non-Residential,6.4471
1997,57,YOLO,Ag With Water Pump,Non-Residential,0.174
1997,57,YOLO,Commercial,Non-Residential,22.9097
1997,57,YOLO,Industrial,Non-Residential,31.334
1997,57,YOLO,Mining,Non-Residential,0.6602
1997,57,YOLO,Residential,Residential,23.7904
1997,57,YOLO,TCU,Non-Residential,0.4728
1997,58,YUBA,Ag With Water Pump,Non-Residential,0.3149
1997,58,YUBA,Commercial,Non-Residential,3.1159
1997,58,YUBA,Industrial,Non-Residential,1.9824
1997,58,YUBA,Mining,Non-Residential,0.0611
1997,58,YUBA,Residential,Residential,6.6688
1997,58,YUBA,TCU,Non-Residential,0.0944
1998,1,ALAMEDA,Ag With Water Pump,Non-Residential,0.6173
1998,1,ALAMEDA,Commercial,Non-Residential,101.7807
1998,1,ALAMEDA,Industrial,Non-Residential,125.8529
1998,1,ALAMEDA,Mining,Non-Residential,2.282
1998,1,ALAMEDA,Residential,Residential,272.5863
1998,1,ALAMEDA,TCU,Non-Residential,3.3202
1998,3,AMADOR,Ag With Water Pump,Non-Residential,0.0064
1998,3,AMADOR,Commercial,Non-Residential,3.0236
1998,3,AMADOR,Industrial,Non-Residential,4.0887
1998,3,AMADOR,Mining,Non-Residential,0.0023
1998,3,AMADOR,Residential,Residential,1.997
1998,3,AMADOR,TCU,Non-Residential,0.0043
1998,4,BUTTE,Ag With Water Pump,Non-Residential,0.42
1998,4,BUTTE,Commercial,Non-Residential,15.7211
1998,4,BUTTE,Industrial,Non-Residential,19.1377
1998,4,BUTTE,Mining,Non-Residential,0.0355
1998,4,BUTTE,Residential,Residential,31.2548
1998,4,BUTTE,TCU,Non-Residential,0.1527
1998,5,CALAVERAS,Commercial,Non-Residential,0.4621
1998,5,CALAVERAS,Industrial,Non-Residential,0.0094
1998,5,CALAVERAS,Residential,Residential,0.5144
1998,5,CALAVERAS,TCU,Non-Residential,0.0071
1998,6,COLUSA,Ag With Water Pump,Non-Residential,0.0104
1998,6,COLUSA,Commercial,Non-Residential,2.9703
1998,6,COLUSA,Industrial,Non-Residential,14.6115
1998,6,COLUSA,Mining,Non-Residential,16.6284
1998,6,COLUSA,Residential,Residential,2.38
1998,6,COLUSA,TCU,Non-Residential,0.0131
1998,7,CONTRA COSTA,Ag With Water Pump,Non-Residential,1.9074
1998,7,CONTRA COSTA,Commercial,Non-Residential,43.358
1998,7,CONTRA COSTA,Industrial,Non-Residential,690.2001
1998,7,CONTRA COSTA,Mining,Non-Residential,1.0924
1998,7,CONTRA COSTA,Residential,Residential,197.8164
1998,7,CONTRA COSTA,TCU,Non-Residential,5.5226
1998,9,EL DORADO,Commercial,Non-Residential,5.1991
1998,9,EL DORADO,Industrial,Non-Residential,1.493
1998,9,EL DORADO,Mining,Non-Residential,0
1998,9,EL DORADO,Residential,Residential,17.5587
1998,9,EL DORADO,TCU,Non-Residential,0.0009
1998,10,FRESNO,Ag With Water Pump,Non-Residential,9.0344
1998,10,FRESNO,Commercial,Non-Residential,49.3467
1998,10,FRESNO,Industrial,Non-Residential,114.8384
1998,10,FRESNO,Mining,Non-Residential,68.9439
1998,10,FRESNO,Residential,Residential,122.8042
1998,10,FRESNO,TCU,Non-Residential,1.4832
1998,11,GLENN,Ag With Water Pump,Non-Residential,0.0979
1998,11,GLENN,Commercial,Non-Residential,1.7028
1998,11,GLENN,Industrial,Non-Residential,5.2302
1998,11,GLENN,Mining,Non-Residential,0.2501
1998,11,GLENN,Residential,Residential,3.1691
1998,11,GLENN,TCU,Non-Residential,0.0101
1998,12,HUMBOLDT,Ag With Water Pump,Non-Residential,0.8839
1998,12,HUMBOLDT,Commercial,Non-Residential,8.6565
1998,12,HUMBOLDT,Industrial,Non-Residential,16.8158
1998,12,HUMBOLDT,Mining,Non-Residential,0.0504
1998,12,HUMBOLDT,Residential,Residential,22.9649
1998,12,HUMBOLDT,TCU,Non-Residential,0.1298
1998,13,IMPERIAL,Ag With Water Pump,Non-Residential,0.6166
1998,13,IMPERIAL,Commercial,Non-Residential,3.607
1998,13,IMPERIAL,Industrial,Non-Residential,19.5618
1998,13,IMPERIAL,Mining,Non-Residential,0.0006
1998,13,IMPERIAL,Residential,Residential,6.9391
1998,13,IMPERIAL,TCU,Non-Residential,0.1451
1998,15,KERN,Ag With Water Pump,Non-Residential,9.4213
1998,15,KERN,Commercial,Non-Residential,37.4053
1998,15,KERN,Industrial,Non-Residential,97.0781
1998,15,KERN,Mining,Non-Residential,"1,563.92"
1998,15,KERN,Residential,Residential,104.3124
1998,15,KERN,TCU,Non-Residential,6.1899
1998,16,KINGS,Ag With Water Pump,Non-Residential,0.7833
1998,16,KINGS,Commercial,Non-Residential,7.2394
1998,16,KINGS,Industrial,Non-Residential,13.6429
1998,16,KINGS,Mining,Non-Residential,0.0359
1998,16,KINGS,Residential,Residential,15.2903
1998,16,KINGS,TCU,Non-Residential,2.8822
1998,19,LOS ANGELES,Ag With Water Pump,Non-Residential,4.6862
1998,19,LOS ANGELES,Commercial,Non-Residential,493.0355
1998,19,LOS ANGELES,Industrial,Non-Residential,"1,133.88"
1998,19,LOS ANGELES,Mining,Non-Residential,175.7088
1998,19,LOS ANGELES,Residential,Residential,"1,524.57"
1998,19,LOS ANGELES,TCU,Non-Residential,27.0195
1998,20,MADERA,Ag With Water Pump,Non-Residential,0.629
1998,20,MADERA,Commercial,Non-Residential,5.1046
1998,20,MADERA,Industrial,Non-Residential,44.8332
1998,20,MADERA,Mining,Non-Residential,0.04
1998,20,MADERA,Residential,Residential,8.2684
1998,20,MADERA,TCU,Non-Residential,0.0104
1998,21,MARIN,Ag With Water Pump,Non-Residential,0.1279
1998,21,MARIN,Commercial,Non-Residential,17.8903
1998,21,MARIN,Industrial,Non-Residential,4.155
1998,21,MARIN,Mining,Non-Residential,0.4629
1998,21,MARIN,Residential,Residential,66.9476
1998,21,MARIN,TCU,Non-Residential,0.7305
1998,23,MENDOCINO,Ag With Water Pump,Non-Residential,0.005
1998,23,MENDOCINO,Commercial,Non-Residential,3.0407
1998,23,MENDOCINO,Industrial,Non-Residential,7.7707
1998,23,MENDOCINO,Mining,Non-Residential,0.0074
1998,23,MENDOCINO,Residential,Residential,7.2394
1998,23,MENDOCINO,TCU,Non-Residential,0.0639
1998,24,MERCED,Ag With Water Pump,Non-Residential,0.6431
1998,24,MERCED,Commercial,Non-Residential,9.9905
1998,24,MERCED,Industrial,Non-Residential,53.0937
1998,24,MERCED,Mining,Non-Residential,0.0372
1998,24,MERCED,Residential,Residential,26.5552
1998,24,MERCED,TCU,Non-Residential,0.1064
1998,27,MONTEREY,Ag With Water Pump,Non-Residential,17.4562
1998,27,MONTEREY,Commercial,Non-Residential,29.1149
1998,27,MONTEREY,Industrial,Non-Residential,15.4302
1998,27,MONTEREY,Mining,Non-Residential,5.8841
1998,27,MONTEREY,Residential,Residential,64.4903
1998,27,MONTEREY,TCU,Non-Residential,0.4246
1998,28,NAPA,Ag With Water Pump,Non-Residential,3.5258
1998,28,NAPA,Commercial,Non-Residential,11.0662
1998,28,NAPA,Industrial,Non-Residential,4.6381
1998,28,NAPA,Mining,Non-Residential,0.0313
1998,28,NAPA,Residential,Residential,24.9989
1998,28,NAPA,TCU,Non-Residential,0.0702
1998,29,NEVADA,Commercial,Non-Residential,2.7491
1998,29,NEVADA,Industrial,Non-Residential,0.4986
1998,29,NEVADA,Mining,Non-Residential,0.0032
1998,29,NEVADA,Residential,Residential,6.4896
1998,29,NEVADA,TCU,Non-Residential,0.0297
1998,30,ORANGE,Ag With Water Pump,Non-Residential,6.1748
1998,30,ORANGE,Commercial,Non-Residential,122.7063
1998,30,ORANGE,Industrial,Non-Residential,104.6456
1998,30,ORANGE,Mining,Non-Residential,6.1321
1998,30,ORANGE,Residential,Residential,450.3265
1998,30,ORANGE,TCU,Non-Residential,8.2187
1998,31,PLACER,Ag With Water Pump,Non-Residential,0.0987
1998,31,PLACER,Commercial,Non-Residential,13.2952
1998,31,PLACER,Industrial,Non-Residential,15.9562
1998,31,PLACER,Mining,Non-Residential,0.1175
1998,31,PLACER,Residential,Residential,36.5564
1998,31,PLACER,TCU,Non-Residential,0.1659
1998,33,RIVERSIDE,Ag With Water Pump,Non-Residential,6.6597
1998,33,RIVERSIDE,Commercial,Non-Residential,55.8388
1998,33,RIVERSIDE,Industrial,Non-Residential,59.3136
1998,33,RIVERSIDE,Mining,Non-Residential,0.3815
1998,33,RIVERSIDE,Residential,Residential,243.0304
1998,33,RIVERSIDE,TCU,Non-Residential,15.2675
1998,34,SACRAMENTO,Ag With Water Pump,Non-Residential,0.2051
1998,34,SACRAMENTO,Commercial,Non-Residential,66.1085
1998,34,SACRAMENTO,Industrial,Non-Residential,35.8211
1998,34,SACRAMENTO,Mining,Non-Residential,2.8865
1998,34,SACRAMENTO,Residential,Residential,218.6632
1998,34,SACRAMENTO,TCU,Non-Residential,1.5901
1998,35,SAN BENITO,Ag With Water Pump,Non-Residential,0.6529
1998,35,SAN BENITO,Commercial,Non-Residential,1.5496
1998,35,SAN BENITO,Industrial,Non-Residential,5.3212
1998,35,SAN BENITO,Mining,Non-Residential,2.5665
1998,35,SAN BENITO,Residential,Residential,6.9574
1998,35,SAN BENITO,TCU,Non-Residential,0.0084
1998,36,SAN BERNARDINO,Ag With Water Pump,Non-Residential,3.8514
1998,36,SAN BERNARDINO,Commercial,Non-Residential,72.9515
1998,36,SAN BERNARDINO,Industrial,Non-Residential,215.9667
1998,36,SAN BERNARDINO,Mining,Non-Residential,7.7998
1998,36,SAN BERNARDINO,Residential,Residential,281.228
1998,36,SAN BERNARDINO,TCU,Non-Residential,10.1498
